Distance_(m),Gray_Value
0.084531,52.5425
0.084593,53.2790
0.084654,52.3333
0.084716,50.7482
0.084777,49.8219
0.084839,49.8530
0.084901,51.7288
0.084962,53.2169
0.085024,54.1164
0.085085,55.6123
0.085147,57.2630
0.085209,57.2475
0.085270,56.9452
0.085332,54.3333
0.085393,51.5196
0.085455,48.3028
0.085517,40.4891
0.085578,36.6667
0.085640,33.2091
0.085702,29.0660
0.085763,25.6448
0.085825,22.5871
0.085886,20.1097
0.085948,18.3333
0.086010,15.7438
0.086071,14.8452
0.086133,16.3726
0.086194,16.9156
0.086256,20.0000
0.086318,21.9811
0.086379,26.3188
0.086441,29.9005
0.086502,46.6143
0.086564,52.2586
0.086626,57.0723
0.086687,59.7162
0.086749,59.0422
0.086811,59.8278
0.086872,62.4192
0.086934,65.1383
0.086995,66.0383
0.087057,68.5459
0.087119,71.8447
0.087180,74.2882
0.087242,75.1266
0.087303,73.5041
0.087365,71.5289
0.087427,69.0480
0.087488,63.0951
0.087550,62.6419
0.087612,62.8632
0.087673,62.1902
0.087735,60.7215
0.087796,57.2606
0.087858,52.4129
0.087920,48.8307
0.087981,49.1718
0.088043,45.8278
0.088104,43.1737
0.088166,40.6550
0.088228,38.0087
0.088289,35.3130
0.088351,32.3654
0.088412,28.8942
0.088474,21.9253
0.088536,18.7787
0.088597,15.3207
0.088659,12.0995
0.088721,11.6143
0.088782,12.5201
0.088844,16.2082
0.088905,17.2620
0.088967,25.0252
0.089029,27.9292
0.089090,31.0640
0.089152,32.2834
0.089213,32.3688
0.089275,32.4643
0.089337,35.7433
0.089398,37.9655
0.089460,45.0277
0.089521,47.9064
0.089583,50.2790
0.089645,51.7918
0.089706,52.3032
0.089768,55.3333
0.089830,58.6448
0.089891,60.9762
0.089953,60.9966
0.090014,60.9782
0.090076,60.5842
0.090138,58.1999
0.090199,55.1572
0.090261,51.1742
0.090322,47.5478
0.090384,42.5560
0.090446,35.4459
0.090507,31.7521
0.090569,30.5677
0.090630,26.4076
0.090692,24.3843
0.090754,21.0786
0.090815,18.7259
0.090877,16.9811
0.090939,19.2285
0.091000,17.6686
0.091062,13.7186
0.091123,11.4440
0.091185,11.0000
0.091247,10.3333
0.091308,9.8384
0.091370,10.0257
0.091431,10.8016
0.091493,12.0000
0.091555,14.3333
0.091616,17.3333
0.091678,19.8908
0.091739,20.6608
0.091801,23.4328
0.091863,24.0917
0.091924,25.6667
0.091986,27.6143
0.092048,30.9360
0.092109,33.9243
0.092171,32.7196
0.092232,32.3333
0.092294,33.7040
0.092356,33.0000
0.092417,34.6667
0.092479,32.9859
0.092540,31.0000
0.092602,29.0044
0.092664,27.5138
0.092725,26.7176
0.092787,26.0495
0.092848,24.9146
0.092910,24.2673
0.092972,20.6667
0.093033,17.6667
0.093095,15.3333
0.093157,14.0000
0.093218,13.0000
0.093280,10.0000
0.093341,7.6914
0.093403,4.9869
0.093465,4.9985
0.093526,5.0102
0.093588,5.0218
0.093649,4.1334
0.093711,4.1412
0.093773,4.1490
0.093834,3.8918
0.093896,3.4134
0.093957,2.6667
0.094019,3.6667
0.094081,4.5517
0.094142,6.3333
0.094204,6.4634
0.094266,4.3333
0.094327,2.5522
0.094389,2.6667
0.094450,3.6667
0.094512,4.5298
0.094574,3.5415
0.094635,1.8865
0.094697,0.8981
0.094758,1.9098
0.094820,2.6667
0.094882,5.5997
0.094943,5.6114
0.095005,4.6230
0.095066,3.6667
0.095128,3.6463
0.095190,3.6579
0.095251,4.6686
0.095313,5.3333
0.095375,4.6667
0.095436,4.6667
0.095498,2.6667
0.095559,2.6667
0.095621,3.6667
0.095683,3.6667
0.095744,2.6667
0.095806,1.8923
0.095867,0.1194
0.095929,0.1310
0.095991,0.8574
0.096052,1.8457
0.096114,2.5560
0.096175,2.5483
0.096237,2.6667
0.096299,2.8675
0.096360,2.3542
0.096422,2.2242
0.096484,1.0000
0.096545,0.2475
0.096607,0.7409
0.096668,0.7293
0.096730,1.7176
0.096792,2.8826
0.096853,4.8515
0.096915,3.1378
0.096976,1.0000
0.097038,1.0000
0.097100,1.3523
0.097161,2.3639
0.097223,2.3755
0.097285,1.3872
0.097346,2.3988
0.097408,2.4105
0.097469,2.4221
0.097531,2.4338
0.097593,2.4454
0.097654,2.4571
0.097716,2.4687
0.097777,2.4803
0.097839,2.5080
0.097901,2.4964
0.097962,2.5153
0.098024,2.5269
0.098085,2.5386
0.098147,2.9170
0.098209,3.0000
0.098270,3.0000
0.098332,4.6667
0.098394,4.0699
0.098455,3.6667
0.098517,3.2533
0.098578,3.0000
0.098640,2.0000
0.098702,2.0000
0.098763,1.6667
0.098825,4.3450
0.098886,3.6667
0.098948,2.2984
0.099010,1.2868
0.099071,1.2751
0.099133,1.0000
0.099194,1.7482
0.099256,1.5197
0.099318,6.1048
0.099379,6.1164
0.099441,6.8632
0.099503,8.6128
0.099564,10.3328
0.099626,10.4891
0.099687,11.5240
0.099749,12.4119
0.099811,15.0349
0.099872,14.2130
0.099934,14.3678
0.099995,13.7991
0.100057,13.0000
0.100119,12.1543
0.100180,12.1310
0.100242,11.1616
0.100303,10.0704
0.100365,10.0509
0.100427,10.0315
0.100488,10.0073
0.100550,9.9956
0.100612,9.0000
0.100673,8.0277
0.100735,8.0393
0.100796,7.2038
0.100858,8.1252
0.100920,7.0000
0.100981,5.3333
0.101043,3.3333
0.101104,2.7394
0.101166,4.2125
0.101228,5.7792
0.101289,7.8559
0.101351,7.8443
0.101412,7.8326
0.101474,7.8210
0.101536,8.8093
0.101597,8.7977
0.101659,9.1907
0.101721,9.1829
0.101782,5.9039
0.101844,7.7482
0.101905,12.0141
0.101967,15.6667
0.102029,18.3333
0.102090,19.0000
0.102152,19.8976
0.102213,20.4396
0.102275,23.7797
0.102337,26.4386
0.102398,29.8617
0.102460,30.9680
0.102521,32.2897
0.102583,34.2780
0.102645,36.7331
0.102706,39.0000
0.102768,38.8472
0.102830,38.8705
0.102891,36.8937
0.102953,35.2780
0.103014,33.3333
0.103076,29.8515
0.103138,27.6798
0.103199,25.9898
0.103261,26.3222
0.103322,25.1951
0.103384,25.2067
0.103446,24.9195
0.103507,23.1266
0.103569,19.1917
0.103630,15.3333
0.103692,12.3333
0.103754,12.4799
0.103815,11.0000
0.103877,11.0000
0.103939,9.3333
0.104000,8.6565
0.104062,8.0000
0.104123,7.3202
0.104185,8.3086
0.104247,10.9636
0.104308,13.8569
0.104370,16.6982
0.104431,17.9287
0.104493,20.0000
0.104555,22.0000
0.104616,25.9549
0.104678,27.8564
0.104739,29.4629
0.104801,28.6667
0.104863,29.5463
0.104924,30.4978
0.104986,32.5095
0.105048,33.3755
0.105109,33.0209
0.105171,31.2591
0.105232,35.0383
0.105294,33.2048
0.105356,32.2591
0.105417,28.7225
0.105479,26.7865
0.105540,25.1761
0.105602,22.9457
0.105664,22.5987
0.105725,19.9709
0.105787,16.9884
0.105848,13.3333
0.105910,11.6492
0.105972,10.6667
0.106033,10.3469
0.106095,9.4032
0.106157,8.3333
0.106218,7.5657
0.106280,6.2460
0.106341,5.3333
0.106403,5.3333
0.106465,4.4556
0.106526,4.6012
0.106588,3.7700
0.106649,3.3479
0.106711,4.7836
0.106773,3.6943
0.106834,3.5255
0.106896,5.3333
0.106958,7.4309
0.107019,10.1208
0.107081,11.1441
0.107142,10.9170
0.107204,11.1907
0.107266,12.1228
0.107327,13.9039
0.107389,16.6303
0.107450,17.6419
0.107512,17.6536
0.107574,17.3333
0.107635,16.6769
0.107697,16.0437
0.107758,19.3668
0.107820,22.0451
0.107882,20.2601
0.107943,15.3333
0.108005,10.6667
0.108067,8.0000
0.108128,6.3333
0.108190,8.3333
0.108251,7.2067
0.108313,7.1383
0.108375,7.1834
0.108436,6.6667
0.108498,5.6667
0.108559,5.1485
0.108621,5.1368
0.108683,3.9025
0.108744,3.3688
0.108806,2.0000
0.108867,2.0000
0.108929,2.4119
0.108991,1.8006
0.109052,0.3886
0.109114,0.0000
0.109176,0.0000
0.109237,1.6463
0.109299,3.4386
0.109360,5.3362
0.109422,6.6667
0.109484,6.6667
0.109545,6.3712
0.109607,5.6667
0.109668,5.6667
0.109730,5.6667
0.109792,5.6667
0.109853,6.4294
0.109915,7.2154
0.109976,7.2387
0.110038,7.4643
0.110100,7.4760
0.110161,1.3581
0.110223,2.1674
0.110285,3.6667
0.110346,5.6667
0.110408,6.6667
0.110469,6.6667
0.110531,6.5575
0.110593,6.5691
0.110654,5.5808
0.110716,5.5924
0.110777,5.6041
0.110839,5.6667
0.110901,6.5881
0.110962,6.6114
0.111024,6.6346
0.111085,6.6579
0.111147,3.6594
0.111209,3.6477
0.111270,2.6667
0.111332,2.6667
0.111394,2.6667
0.111455,3.5575
0.111517,3.5381
0.111578,4.4891
0.111640,2.0000
0.111702,2.6667
0.111763,3.6667
0.111825,3.6667
0.111886,2.6667
0.111948,2.0000
0.112010,2.6667
0.112071,3.6667
0.112133,0.8064
0.112194,0.7948
0.112256,1.0000
0.112318,2.0000
0.112379,2.0000
0.112441,1.7482
0.112503,0.2635
0.112564,0.0000
0.112626,2.0000
0.112687,2.0000
0.112749,2.0000
0.112811,2.0000
0.112872,2.0000
0.112934,2.0000
0.112995,2.0000
0.113057,2.0000
0.113119,1.0000
0.113180,1.0000
0.113242,1.0000
0.113303,1.0000
0.113365,1.4265
0.113427,2.0000
0.113488,2.0000
0.113550,2.0000
0.113612,1.4731
0.113673,1.0000
0.113735,0.0000
0.113796,0.0000
0.113858,0.0000
0.113920,0.0000
0.113981,1.0000
0.114043,1.0000
0.114104,1.4338
0.114166,1.4221
0.114228,1.4105
0.114289,2.2659
0.114351,2.2581
0.114412,2.2504
0.114474,2.2426
0.114536,2.2348
0.114597,2.0000
0.114659,2.0000
0.114721,2.0000
0.114782,2.0000
0.114844,1.7060
0.114905,1.7176
0.114967,1.7293
0.115029,1.7409
0.115090,2.4124
0.115152,4.1383
0.115213,5.3392
0.115275,4.0917
0.115337,1.3348
0.115398,0.1892
0.115460,2.1184
0.115521,4.8326
0.115583,3.6667
0.115645,3.5240
0.115706,2.6667
0.115768,2.0796
0.115830,2.0718
0.115891,2.6667
0.115953,3.5822
0.116014,3.6667
0.116076,2.7278
0.116138,2.0330
0.116199,1.0378
0.116261,2.0175
0.116322,3.6812
0.116384,5.6696
0.116446,5.6667
0.116507,5.6667
0.116569,4.6026
0.116631,4.5793
0.116692,4.6114
0.116754,3.6667
0.116815,3.6667
0.116877,2.1504
0.116939,1.1698
0.117000,0.2271
0.117062,2.0835
0.117123,2.8035
0.117185,3.8151
0.117247,3.1470
0.117308,3.8384
0.117370,3.8501
0.117431,2.8617
0.117493,2.6667
0.117555,2.0000
0.117616,3.6667
0.117678,4.6667
0.117740,3.9199
0.117801,3.4017
0.117863,2.4823
0.117924,3.6667
0.117986,5.6667
0.118048,8.1257
0.118109,7.7948
0.118171,7.3319
0.118232,6.3202
0.118294,4.6667
0.118356,3.6667
0.118417,2.6667
0.118479,2.6667
0.118540,5.2620
0.118602,3.6667
0.118664,2.2853
0.118725,0.8792
0.118787,0.4512
0.118849,1.0000
0.118910,2.0000
0.118972,2.8564
0.119033,2.6667
0.119095,2.0000
0.119157,1.4789
0.119218,1.4672
0.119280,1.0000
0.119341,2.0000
0.119403,2.6667
0.119465,3.2460
0.119526,2.6667
0.119588,3.6667
0.119649,4.0524
0.119711,5.0408
0.119773,5.0291
0.119834,5.3159
0.119896,4.9884
0.119958,4.6841
0.120019,7.0175
0.120081,7.0291
0.120142,7.3333
0.120204,7.3333
0.120266,7.3333
0.120327,7.3333
0.120389,7.5793
0.120450,7.5677
0.120512,7.1106
0.120574,7.4372
0.120635,7.1339
0.120697,7.1456
0.120758,6.9811
0.120820,6.1689
0.120882,6.1805
0.120943,6.1921
0.121005,5.2038
0.121067,5.2154
0.121128,6.2271
0.121190,5.3333
0.121251,4.3333
0.121313,3.5953
0.121375,2.0000
0.121436,1.0000
0.121498,3.6303
0.121559,3.6667
0.121621,2.6885
0.121683,2.0034
0.121744,0.9898
0.121806,1.9563
0.121867,4.3110
0.121929,6.3333
0.121991,4.3333
0.122052,4.3333
0.122114,4.3333
0.122176,4.3333
0.122237,4.3333
0.122299,4.3333
0.122360,5.3333
0.122422,5.3333
0.122484,4.2334
0.122545,5.0640
0.122607,5.1601
0.122668,6.1485
0.122730,6.3333
0.122792,7.3333
0.122853,7.4799
0.122915,8.0000
0.122976,8.0000
0.123038,7.5032
0.123100,7.3333
0.123161,6.6114
0.123223,5.6230
0.123285,5.3333
0.123346,4.6463
0.123408,5.0087
0.123469,5.6696
0.123531,5.6812
0.123593,6.3333
0.123654,6.3333
0.123716,5.9505
0.123777,4.3333
0.123839,3.0728
0.123901,2.2785
0.123962,0.0000
0.124024,1.0000
0.124085,2.6667
0.124147,4.6667
0.124209,4.1426
0.124270,2.6667
0.124332,0.0000
0.124394,0.0000
0.124455,0.0000
0.124517,1.5342
0.124578,3.6667
0.124640,4.2242
0.124702,3.2358
0.124763,2.9680
0.124825,1.9874
0.124886,2.4027
0.124948,3.2824
0.125010,3.2940
0.125071,3.3057
0.125133,3.6667
0.125195,3.6667
0.125256,3.6667
0.125318,3.6667
0.125379,3.6667
0.125441,1.0000
0.125503,0.7205
0.125564,0.7322
0.125626,0.7438
0.125687,0.7555
0.125749,1.0000
0.125811,1.0000
0.125872,1.0000
0.125934,4.2707
0.125995,3.4803
0.126057,2.1164
0.126119,1.1630
0.126180,1.1514
0.126242,2.0932
0.126304,3.5386
0.126365,4.4338
0.126427,2.5968
0.126488,2.6046
0.126550,2.6123
0.126612,2.6201
0.126673,2.6667
0.126735,3.6667
0.126796,3.6667
0.126858,3.6667
0.126920,3.6589
0.126981,3.0000
